origin,target,horizon,model,actual,predicted,mase_scale,ae,se,smape,mase,regime,shock_window,config_hash,shocks_hash
2015-03,2015-04,1,naive,597472,617785,67463.619469,20313,412617969,3.34299658426,0.301095615087,clean,,f1310f570fef,3e176f06087d
2015-03,2015-05,2,naive,817029,617785,67463.619469,199244,39698171536,27.7727984254,2.95335473501,clean,,f1310f570fef,3e176f06087d
2015-03,2015-06,3,naive,1125747,617785,67463.619469,507962,258025393444,58.2681591161,7.5294211013,clean,,f1310f570fef,3e176f06087d
2015-03,2015-07,4,naive,775567,617785,67463.619469,157782,24895159524,22.6478305554,2.3387716408,clean,,f1310f570fef,3e176f06087d
2015-03,2015-08,5,naive,669633,617785,67463.619469,51848,2688215104,8.0545712426,0.768532735244,clean,,f1310f570fef,3e176f06087d
2015-03,2015-09,6,naive,673925,617785,67463.619469,56140,3151699600,8.69235354685,0.83215220947,clean,,f1310f570fef,3e176f06087d
2015-04,2015-05,1,naive,817029,597472,67711.2941176,219557,48205276249,31.0437390995,3.2425462083,clean,,f1310f570fef,3e176f06087d
2015-04,2015-06,2,naive,1125747,597472,67711.2941176,528275,279074475625,61.312578378,7.80187422031,clean,,f1310f570fef,3e176f06087d
2015-04,2015-07,3,naive,775567,597472,67711.2941176,178095,31717829025,25.9417248891,2.63021113864,clean,,f1310f570fef,3e176f06087d
2015-04,2015-08,4,naive,669633,597472,67711.2941176,72161,5207209921,11.3899006002,1.06571585938,clean,,f1310f570fef,3e176f06087d
2015-04,2015-09,5,naive,673925,597472,67711.2941176,76453,5845061209,12.0266132451,1.12910262603,clean,,f1310f570fef,3e176f06087d
2015-04,2015-10,6,naive,794623,597472,67711.2941176,197151,38868516801,28.3243600473,2.91164129366,clean,,f1310f570fef,3e176f06087d
2015-05,2015-06,1,naive,1125747,817029,67526.6979472,308718,95306803524,31.7811214468,4.57179174141,clean,,f1310f570fef,3e176f06087d
2015-05,2015-07,2,naive,775567,817029,67526.6979472,41462,1719097444,5.20684467373,0.614008995855,clean,,f1310f570fef,3e176f06087d
2015-05,2015-08,3,naive,669633,817029,67526.6979472,147396,21725580816,19.8291205398,2.18278109964,clean,,f1310f570fef,3e176f06087d
2015-05,2015-09,4,naive,673925,817029,67526.6979472,143104,20478754816,19.1962998188,2.11922105405,clean,,f1310f570fef,3e176f06087d
2015-05,2015-10,5,naive,794623,817029,67526.6979472,22406,502028836,2.78050100146,0.33180950174,clean,,f1310f570fef,3e176f06087d
2015-05,2015-11,6,naive,555019,817029,67526.6979472,262010,68649240100,38.1925413688,3.88009495451,clean,,f1310f570fef,3e176f06087d
2015-06,2015-07,1,naive,775567,1125747,67352.0964912,350180,122626032400,36.8355779214,5.19924424395,clean,,f1310f570fef,3e176f06087d
2015-06,2015-08,2,naive,669633,1125747,67352.0964912,456114,208039980996,50.8097450122,6.77208318318,clean,,f1310f570fef,3e176f06087d
2015-06,2015-09,3,naive,673925,1125747,67352.0964912,451822,204143119684,50.2115941127,6.70835836653,clean,,f1310f570fef,3e176f06087d
2015-06,2015-10,4,naive,794623,1125747,67352.0964912,331124,109643103376,34.4854377021,4.91631318474,clean,,f1310f570fef,3e176f06087d
2015-06,2015-11,5,naive,555019,1125747,67352.0964912,570728,325730449984,67.9128445007,8.47379710109,clean,,f1310f570fef,3e176f06087d
2015-06,2015-12,6,naive,500891,1125747,67352.0964912,624856,390445020736,76.8279113116,9.27745434148,clean,,f1310f570fef,3e176f06087d
2015-07,2015-08,1,naive,669633,775567,67675.7259475,105934,11222012356,14.6601162469,1.56531752732,clean,,f1310f570fef,3e176f06087d
2015-07,2015-09,2,naive,673925,775567,67675.7259475,101642,10331096164,14.0244996178,1.50189744664,clean,,f1310f570fef,3e176f06087d
2015-07,2015-10,3,naive,794623,775567,67675.7259475,19056,363131136,2.4272221833,0.281578065594,clean,,f1310f570fef,3e176f06087d
2015-07,2015-11,4,naive,555019,775567,67675.7259475,220548,48641420304,33.1505066189,3.25889374531,clean,,f1310f570fef,3e176f06087d
2015-07,2015-12,5,naive,500891,775567,67675.7259475,274676,75446904976,43.0372170491,4.05870784767,clean,,f1310f570fef,3e176f06087d
2015-07,2016-01,6,naive,432246,775567,67675.7259475,343321,117869309041,56.8500256248,5.07303017726,clean,,f1310f570fef,3e176f06087d
2015-08,2015-09,1,naive,673925,669633,68120.6075581,4292,18421264,0.638900590819,0.0630058972439,clean,,f1310f570fef,3e176f06087d
2015-08,2015-10,2,naive,794623,669633,68120.6075581,124990,15622500100,17.0721513178,1.83483389947,clean,,f1310f570fef,3e176f06087d
2015-08,2015-11,3,naive,555019,669633,68120.6075581,114614,13136368996,18.7178071811,1.68251582169,clean,,f1310f570fef,3e176f06087d
2015-08,2015-12,4,naive,500891,669633,68120.6075581,168742,28473862564,28.8318735882,2.47710650343,clean,,f1310f570fef,3e176f06087d
2015-08,2016-01,5,naive,432246,669633,68120.6075581,237387,56352587769,43.0876711508,3.4848045035,clean,,f1310f570fef,3e176f06087d
2015-08,2016-02,6,naive,296746,669633,68120.6075581,372887,139044714769,77.1719998055,5.47392358005,clean,,f1310f570fef,3e176f06087d
2015-09,2015-10,1,naive,794623,673925,68659.5710145,120698,14568007204,16.4377330533,1.75791951823,clean,,f1310f570fef,3e176f06087d
2015-09,2015-11,2,naive,555019,673925,68659.5710145,118906,14138636836,19.3509224179,1.73181973384,clean,,f1310f570fef,3e176f06087d
2015-09,2015-12,3,naive,500891,673925,68659.5710145,173034,29940765156,29.4572086182,2.52017304279,clean,,f1310f570fef,3e176f06087d
2015-09,2016-01,4,naive,432246,673925,68659.5710145,241679,58408739041,43.6964990042,3.51996082162,clean,,f1310f570fef,3e176f06087d
2015-09,2016-02,5,naive,296746,673925,68659.5710145,377179,142263998041,77.7151063543,5.49346572411,clean,,f1310f570fef,3e176f06087d
2015-09,2016-03,6,naive,648935,673925,68659.5710145,24990,624500100,3.77817758493,0.363969649544,clean,,f1310f570fef,3e176f06087d
2015-10,2015-11,1,naive,555019,794623,68896.4884393,239604,57410076816,35.5063046349,3.47773893021,clean,,f1310f570fef,3e176f06087d
2015-10,2015-12,2,naive,500891,794623,68896.4884393,293732,86278487824,45.3460171021,4.2633812935,clean,,f1310f570fef,3e176f06087d
2015-10,2016-01,3,naive,432246,794623,68896.4884393,362377,131317090129,59.0734626109,5.25973105754,clean,,f1310f570fef,3e176f06087d
2015-10,2016-02,4,naive,296746,794623,68896.4884393,497877,247881507129,91.2389851645,7.22644958079,clean,,f1310f570fef,3e176f06087d
2015-10,2016-03,5,naive,648935,794623,68896.4884393,145688,21224993344,20.1845717318,2.11459253295,clean,,f1310f570fef,3e176f06087d
2015-10,2016-04,6,naive,756851,794623,68896.4884393,37772,1426723984,4.86917602229,0.54824274583,clean,,f1310f570fef,3e176f06087d
2015-11,2015-12,1,naive,500891,555019,68894.0432277,54128,2929840384,10.2523889347,0.785670247588,clean,,f1310f570fef,3e176f06087d
2015-11,2016-01,2,naive,432246,555019,68894.0432277,122773,15073209529,24.8713364699,1.78205537443,clean,,f1310f570fef,3e176f06087d
2015-11,2016-02,3,naive,296746,555019,68894.0432277,258273,66704942529,60.6441917665,3.74884370114,clean,,f1310f570fef,3e176f06087d
2015-11,2016-03,4,naive,648935,555019,68894.0432277,93916,8820215056,15.6012605133,1.36319477853,clean,,f1310f570fef,3e176f06087d
2015-11,2016-04,5,naive,756851,555019,68894.0432277,201832,40736156224,30.7701220395,2.92960015909,clean,,f1310f570fef,3e176f06087d
2015-11,2016-05,6,naive,981809,555019,68894.0432277,426790,182149704100,55.5416741496,6.19487520263,clean,,f1310f570fef,3e176f06087d
2015-12,2016-01,1,naive,432246,500891,68958.7011494,68645,4712136025,14.7127377866,0.995450883729,clean,,f1310f570fef,3e176f06087d
2015-12,2016-02,2,naive,296746,500891,68958.7011494,204145,41675181025,51.1874449154,2.96039508571,clean,,f1310f570fef,3e176f06087d
2015-12,2016-03,3,naive,648935,500891,68958.7011494,148044,21917025936,25.7506787984,2.14685018036,clean,,f1310f570fef,3e176f06087d
2015-12,2016-04,4,naive,756851,500891,68958.7011494,255960,65515521600,40.7015111207,3.71178684827,clean,,f1310f570fef,3e176f06087d
2015-12,2016-05,5,naive,981809,500891,68958.7011494,480918,231282122724,64.8705739529,6.97400026369,clean,,f1310f570fef,3e176f06087d
2015-12,2016-06,6,naive,1221214,500891,68958.7011494,720323,518865224329,83.6561069157,10.4457158849,clean,,f1310f570fef,3e176f06087d
2016-01,2016-02,1,naive,296746,432246,68969.6876791,135500,18360250000,37.1746192002,1.96463119611,clean,,f1310f570fef,3e176f06087d
2016-01,2016-03,2,naive,648935,432246,68969.6876791,216689,46954122721,40.0837602585,3.14180051109,clean,,f1310f570fef,3e176f06087d
2016-01,2016-04,3,naive,756851,432246,68969.6876791,324605,105368406025,54.5968915908,4.70648789234,clean,,f1310f570fef,3e176f06087d
2016-01,2016-05,4,naive,981809,432246,68969.6876791,549563,302019490969,77.7286597763,7.96818165332,clean,,f1310f570fef,3e176f06087d
2016-01,2016-06,5,naive,1221214,432246,68969.6876791,788968,622470505024,95.4323660687,11.4393442474,clean,,f1310f570fef,3e176f06087d
2016-01,2016-07,6,naive,716721,432246,68969.6876791,284475,80926025625,49.5183934787,4.12463807758,clean,,f1310f570fef,3e176f06087d
2016-02,2016-03,1,naive,648935,296746,68793.4485714,352189,124037091721,74.4836789573,5.11951366465,clean,,f1310f570fef,3e176f06087d
2016-02,2016-04,2,naive,756851,296746,68793.4485714,460105,211696611025,87.33984626,6.68820955417,clean,,f1310f570fef,3e176f06087d
2016-02,2016-05,3,naive,981809,296746,68793.4485714,685063,469311313969,107.16206968,9.95825931431,clean,,f1310f570fef,3e176f06087d
2016-02,2016-06,4,naive,1221214,296746,68793.4485714,924468,854641083024,121.804000105,13.4383145372,clean,,f1310f570fef,3e176f06087d
2016-02,2016-07,5,naive,716721,296746,68793.4485714,419975,176379000625,82.8788702543,6.1048691223,clean,,f1310f570fef,3e176f06087d
2016-02,2016-08,6,naive,619999,296746,68793.4485714,323253,104492502009,70.5219008557,4.69889221594,clean,,f1310f570fef,3e176f06087d
2016-03,2016-04,1,naive,756851,648935,68686.2022792,107916,11645863056,15.3531191803,1.57114524343,clean,,f1310f570fef,3e176f06087d
2016-03,2016-05,2,naive,981809,648935,68686.2022792,332874,110805099876,40.8248014403,4.84630084288,clean,,f1310f570fef,3e176f06087d
2016-03,2016-06,3,naive,1221214,648935,68686.2022792,572279,327503253841,61.2014336826,8.33178980654,clean,,f1310f570fef,3e176f06087d
2016-03,2016-07,4,naive,716721,648935,68686.2022792,67786,4594941796,9.92724375685,0.98689398672,clean,,f1310f570fef,3e176f06087d
2016-03,2016-08,5,naive,619999,648935,68686.2022792,28936,837292096,4.56067849076,0.421278204935,clean,,f1310f570fef,3e176f06087d
2016-03,2016-09,6,naive,567393,648935,68686.2022792,81542,6649097764,13.4078965542,1.18716710626,clean,,f1310f570fef,3e176f06087d
2016-04,2016-05,1,naive,981809,756851,68943.8522727,224958,50606101764,25.8771697744,3.26291601911,clean,,f1310f570fef,3e176f06087d
2016-04,2016-06,2,naive,1221214,756851,68943.8522727,464363,215632995769,46.9512376995,6.73537936585,clean,,f1310f570fef,3e176f06087d
2016-04,2016-07,3,naive,716721,756851,68943.8522727,40130,1610416900,5.44662900761,0.582067851986,clean,,f1310f570fef,3e176f06087d
2016-04,2016-08,4,naive,619999,756851,68943.8522727,136852,18728469904,19.8789991648,1.98497756491,clean,,f1310f570fef,3e176f06087d
2016-04,2016-09,5,naive,567393,756851,68943.8522727,189458,35894333764,28.6137600019,2.74800426368,clean,,f1310f570fef,3e176f06087d
2016-04,2016-10,6,naive,583194,756851,68943.8522727,173657,30156753649,25.9180848404,2.51881776657,clean,,f1310f570fef,3e176f06087d
2016-05,2016-06,1,naive,1221214,981809,69215.3427762,239405,57314754025,21.7342261066,3.45884294432,clean,,f1310f570fef,3e176f06087d
2016-05,2016-07,2,naive,716721,981809,69215.3427762,265088,70271647744,31.2138142982,3.82990229286,clean,,f1310f570fef,3e176f06087d
2016-05,2016-08,3,naive,619999,981809,69215.3427762,361810,130906476100,45.1752020217,5.22730922781,clean,,f1310f570fef,3e176f06087d
2016-05,2016-09,4,naive,567393,981809,69215.3427762,414416,171740621056,53.5005764258,5.98734302797,clean,,f1310f570fef,3e176f06087d
2016-05,2016-10,5,naive,583194,981809,69215.3427762,398615,158893918225,50.9411164068,5.75905549278,clean,,f1310f570fef,3e176f06087d
2016-05,2016-11,6,naive,448931,981809,69215.3427762,532878,283958962884,74.4898444162,7.69884217323,clean,,f1310f570fef,3e176f06087d
2016-06,2016-07,1,naive,716721,1221214,69289.5,504493,254513187049,52.0650073403,7.28094444324,clean,,f1310f570fef,3e176f06087d
2016-06,2016-08,2,naive,619999,1221214,69289.5,601215,361459476225,65.3064039848,8.67685580066,clean,,f1310f570fef,3e176f06087d
2016-06,2016-09,3,naive,567393,1221214,69289.5,653821,427481900041,73.1095204257,9.43607617316,clean,,f1310f570fef,3e176f06087d
2016-06,2016-10,4,naive,583194,1221214,69289.5,638020,407069520400,70.7179307562,9.20803296315,clean,,f1310f570fef,3e176f06087d
2016-06,2016-11,5,naive,448931,1221214,69289.5,772283,596421032089,92.4809522526,11.1457435831,clean,,f1310f570fef,3e176f06087d
2016-06,2016-12,6,naive,449682,1221214,69289.5,771532,595261627024,92.3494939242,11.134905,clean,,f1310f570fef,3e176f06087d
2016-07,2016-08,1,naive,619999,716721,69260.0816901,96722,9355145284,14.4715422826,1.39650427259,clean,,f1310f570fef,3e176f06087d
2016-07,2016-09,2,naive,567393,716721,69260.0816901,149328,22298851584,23.2577481439,2.15604712492,clean,,f1310f570fef,3e176f06087d
2016-07,2016-10,3,naive,583194,716721,69260.0816901,133527,17829459729,20.5439586434,1.92790705326,clean,,f1310f570fef,3e176f06087d
2016-07,2016-11,4,naive,448931,716721,69260.0816901,267790,71711484100,45.9468177466,3.86644071831,clean,,f1310f570fef,3e176f06087d
2016-07,2016-12,5,naive,449682,716721,69260.0816901,267039,71309827521,45.7884624782,3.85559753156,clean,,f1310f570fef,3e176f06087d
2016-07,2017-01,6,naive,454118,716721,69260.0816901,262603,68960335609,44.8572348547,3.79154909425,clean,,f1310f570fef,3e176f06087d
2016-08,2016-09,1,naive,567393,619999,69204.9522472,52606,2767391236,8.86076375788,0.760147912711,clean,,f1310f570fef,3e176f06087d
2016-08,2016-10,2,naive,583194,619999,69204.9522472,36805,1354608025,6.11788798638,0.531826102105,clean,,f1310f570fef,3e176f06087d
2016-08,2016-11,3,naive,448931,619999,69204.9522472,171068,29264260624,32.0073344372,2.47190402486,clean,,f1310f570fef,3e176f06087d
2016-08,2016-12,4,naive,449682,619999,69204.9522472,170317,29007880489,31.8444470828,2.46105220031,clean,,f1310f570fef,3e176f06087d
2016-08,2017-01,5,naive,454118,619999,69204.9522472,165881,27516506161,30.8869517939,2.39695274129,clean,,f1310f570fef,3e176f06087d
2016-08,2017-02,6,naive,328230,619999,69204.9522472,291769,85129149361,61.5397757293,4.216013313,clean,,f1310f570fef,3e176f06087d
2016-09,2016-10,1,naive,583194,567393,69309.5098039,15801,249671601,2.74659804083,0.227977373447,clean,,f1310f570fef,3e176f06087d
2016-09,2016-11,2,naive,448931,567393,69309.5098039,118462,14033245444,23.3118572424,1.70917382528,clean,,f1310f570fef,3e176f06087d
2016-09,2016-12,3,naive,449682,567393,69309.5098039,117711,13855879521,23.146965563,1.69833837136,clean,,f1310f570fef,3e176f06087d
2016-09,2017-01,4,naive,454118,567393,69309.5098039,113275,12831225625,22.1779305362,1.63433561023,clean,,f1310f570fef,3e176f06087d
2016-09,2017-02,5,naive,328230,567393,69309.5098039,239163,57198940569,53.4070697157,3.45065201985,clean,,f1310f570fef,3e176f06087d
2016-09,2017-03,6,naive,684663,567393,69309.5098039,117270,13752252900,18.7323889666,1.69197560813,clean,,f1310f570fef,3e176f06087d
2016-10,2016-11,1,naive,448931,583194,69706.4916201,134263,18026553169,26.0168099794,1.92611902966,clean,,f1310f570fef,3e176f06087d
2016-10,2016-12,2,naive,449682,583194,69706.4916201,133512,17825454144,25.8524740627,1.91534528416,clean,,f1310f570fef,3e176f06087d
2016-10,2017-01,3,naive,454118,583194,69706.4916201,129076,16660613776,24.8866300592,1.85170702183,clean,,f1310f570fef,3e176f06087d
2016-10,2017-02,4,naive,328230,583194,69706.4916201,254964,65006641296,55.9484937855,3.65767942231,clean,,f1310f570fef,3e176f06087d
2016-10,2017-03,5,naive,684663,583194,69706.4916201,101469,10295957961,16.0063792683,1.45566069446,clean,,f1310f570fef,3e176f06087d
2016-10,2017-04,6,naive,800813,583194,69706.4916201,217619,47358029161,31.4476733138,3.12193305017,clean,,f1310f570fef,3e176f06087d
2016-11,2016-12,1,naive,449682,448931,69807.8328691,751,564001,0.167146480187,0.0107581050598,clean,,f1310f570fef,3e176f06087d
2016-11,2017-01,2,naive,454118,448931,69807.8328691,5187,26904969,1.14877487268,0.0743039826165,clean,,f1310f570fef,3e176f06087d
2016-11,2017-02,3,naive,328230,448931,69807.8328691,120701,14568731401,31.0620321915,1.72904665622,clean,,f1310f570fef,3e176f06087d
2016-11,2017-03,4,naive,684663,448931,69807.8328691,235732,55569575824,41.5901989601,3.37687033548,clean,,f1310f570fef,3e176f06087d
2016-11,2017-04,5,naive,800813,448931,69807.8328691,351882,123820941924,56.3126528313,5.04072373454,clean,,f1310f570fef,3e176f06087d
2016-11,2017-05,6,naive,910843,448931,69807.8328691,461912,213362695744,67.9395252446,6.61690788864,clean,,f1310f570fef,3e176f06087d
2016-12,2017-01,1,naive,454118,449682,69756.1694444,4436,19678096,0.981633104669,0.0635929414607,clean,,f1310f570fef,3e176f06087d
2016-12,2017-02,2,naive,328230,449682,69756.1694444,121452,14750588304,31.2251257212,1.7410933107,clean,,f1310f570fef,3e176f06087d
2016-12,2017-03,3,naive,684663,449682,69756.1694444,234981,55216070361,41.4302527009,3.36860526992,clean,,f1310f570fef,3e176f06087d
2016-12,2017-04,4,naive,800813,449682,69756.1694444,351131,123292979161,56.1587211464,5.03369096664,clean,,f1310f570fef,3e176f06087d
2016-12,2017-05,5,naive,910843,449682,69756.1694444,461161,212669467921,67.7916245567,6.61104248804,clean,,f1310f570fef,3e176f06087d
2016-12,2017-06,6,naive,1184898,449682,69756.1694444,735216,540542566656,89.9577873215,10.539798929,clean,,f1310f570fef,3e176f06087d
2017-01,2017-02,1,naive,328230,454118,69623.5263158,125888,15847788544,32.1820979922,1.80812444674,clean,,f1310f570fef,3e176f06087d
2017-01,2017-03,2,naive,684663,454118,69623.5263158,230545,53150997025,40.4897868862,3.31130886641,clean,,f1310f570fef,3e176f06087d
2017-01,2017-04,3,naive,800813,454118,69623.5263158,346695,120197423025,55.2532370306,4.97956679797,clean,,f1310f570fef,3e176f06087d
2017-01,2017-05,4,naive,910843,454118,69623.5263158,456725,208597725625,66.9213259573,6.55992340762,clean,,f1310f570fef,3e176f06087d
2017-01,2017-06,5,naive,1184898,454118,69623.5263158,730780,534039408400,89.1730160047,10.4961647114,clean,,f1310f570fef,3e176f06087d
2017-01,2017-07,6,naive,781433,454118,69623.5263158,327315,107135109225,52.9828392353,4.70121261189,clean,,f1310f570fef,3e176f06087d
2017-02,2017-03,1,naive,684663,328230,69518.1685083,356433,127044483489,70.379200962,5.12719203696,clean,,f1310f570fef,3e176f06087d
2017-02,2017-04,2,naive,800813,328230,69518.1685083,472583,223334691889,83.7139063791,6.79797828597,clean,,f1310f570fef,3e176f06087d
2017-02,2017-05,3,naive,910843,328230,69518.1685083,582613,339437907769,94.0401412992,8.38072999479,clean,,f1310f570fef,3e176f06087d
2017-02,2017-06,4,naive,1184898,328230,69518.1685083,856668,733880062224,113.231398798,12.3229368435,clean,,f1310f570fef,3e176f06087d
2017-02,2017-07,5,naive,781433,328230,69518.1685083,453203,205392959209,81.6829974506,6.51920224201,clean,,f1310f570fef,3e176f06087d
2017-02,2017-08,6,naive,631645,328230,69518.1685083,303415,92060662225,63.2196900638,4.36454248595,clean,,f1310f570fef,3e176f06087d
2017-03,2017-04,1,naive,800813,684663,69425.0826446,116150,13490822500,15.6380850313,1.67302645637,clean,,f1310f570fef,3e176f06087d
2017-03,2017-05,2,naive,910843,684663,69425.0826446,226180,51157392400,28.3521340565,3.25790033492,clean,,f1310f570fef,3e176f06087d
2017-03,2017-06,3,naive,1184898,684663,69425.0826446,500235,250235055225,53.5136323447,7.20539293501,clean,,f1310f570fef,3e176f06087d
2017-03,2017-07,4,naive,781433,684663,69425.0826446,96770,9364432900,13.2010454977,1.39387662663,clean,,f1310f570fef,3e176f06087d
2017-03,2017-08,5,naive,631645,684663,69425.0826446,53018,2810908324,8.05556146434,0.76367211936,clean,,f1310f570fef,3e176f06087d
2017-03,2017-09,6,naive,735596,684663,69425.0826446,50933,2594170489,7.17235377491,0.733639746037,clean,,f1310f570fef,3e176f06087d
2017-04,2017-05,1,naive,910843,800813,69355.1291209,110030,12106600900,12.8565552891,1.58647242669,clean,,f1310f570fef,3e176f06087d
2017-04,2017-06,2,naive,1184898,800813,69355.1291209,384085,147521287225,38.6848841548,5.53794657826,clean,,f1310f570fef,3e176f06087d
2017-04,2017-07,3,naive,781433,800813,69355.1291209,19380,375584400,2.44968228708,0.27943138807,clean,,f1310f570fef,3e176f06087d
2017-04,2017-08,4,naive,631645,800813,69355.1291209,169168,28617812224,23.6192614373,2.43915629809,clean,,f1310f570fef,3e176f06087d
2017-04,2017-09,5,naive,735596,800813,69355.1291209,65217,4253257089,8.48953631487,0.940334202051,clean,,f1310f570fef,3e176f06087d
2017-04,2017-10,6,naive,694130,800813,69355.1291209,106683,11381262489,14.2725174137,1.538213559,clean,,f1310f570fef,3e176f06087d
2017-05,2017-06,1,naive,1184898,910843,69359.5424658,274055,75106143025,26.1535180158,3.95122271943,clean,,f1310f570fef,3e176f06087d
2017-05,2017-07,2,naive,781433,910843,69359.5424658,129410,16746948100,15.2941955095,1.86578508738,clean,,f1310f570fef,3e176f06087d
2017-05,2017-08,3,naive,631645,910843,69359.5424658,279198,77951523204,36.2009947565,4.02537257419,clean,,f1310f570fef,3e176f06087d
2017-05,2017-09,4,naive,735596,910843,69359.5424658,175247,30711511009,21.2880039892,2.52664584814,clean,,f1310f570fef,3e176f06087d
2017-05,2017-10,5,naive,694130,910843,69359.5424658,216713,46964524369,27.0051894954,3.12448716205,clean,,f1310f570fef,3e176f06087d
2017-05,2017-11,6,naive,449174,910843,69359.5424658,461669,213138265561,67.8916513544,6.65617135851,clean,,f1310f570fef,3e176f06087d
2017-06,2017-07,1,naive,781433,1184898,69269.2595628,403465,162784006225,41.0373431533,5.82458947225,clean,,f1310f570fef,3e176f06087d
2017-06,2017-08,2,naive,631645,1184898,69269.2595628,553253,306088882009,60.9127336925,7.98699168277,clean,,f1310f570fef,3e176f06087d
2017-06,2017-09,3,naive,735596,1184898,69269.2595628,449302,201872287204,46.7902529245,6.48631157364,clean,,f1310f570fef,3e176f06087d
2017-06,2017-10,4,naive,694130,1184898,69269.2595628,490768,240853229824,52.2363690163,7.08493209105,clean,,f1310f570fef,3e176f06087d
2017-06,2017-11,5,naive,449174,1184898,69269.2595628,735724,541289804176,90.0479293446,10.6212193496,clean,,f1310f570fef,3e176f06087d
2017-06,2017-12,6,naive,522775,1184898,69269.2595628,662123,438406867129,77.546813705,9.55868453306,clean,,f1310f570fef,3e176f06087d
2017-07,2017-08,1,naive,631645,781433,69256.8419619,149788,22436444944,21.2002451386,2.16278992453,clean,,f1310f570fef,3e176f06087d
2017-07,2017-09,2,naive,735596,781433,69256.8419619,45837,2101030569,6.04299588208,0.661840746727,clean,,f1310f570fef,3e176f06087d
2017-07,2017-10,3,naive,694130,781433,69256.8419619,87303,7621813809,11.8331782513,1.26056859549,clean,,f1310f570fef,3e176f06087d
2017-07,2017-11,4,naive,449174,781433,69256.8419619,332259,110396043081,53.9992052702,4.79748990263,clean,,f1310f570fef,3e176f06087d
2017-07,2017-12,5,naive,522775,781433,69256.8419619,258658,66903960964,39.6651454369,3.73476457593,clean,,f1310f570fef,3e176f06087d
2017-07,2018-01,6,naive,545945,781433,69256.8419619,235488,55454598144,35.4816789189,3.4002127924,clean,,f1310f570fef,3e176f06087d
2017-08,2017-09,1,naive,735596,631645,69100.2907609,103951,10805810401,15.2059512551,1.50434967575,clean,,f1310f570fef,3e176f06087d
2017-08,2017-10,2,naive,694130,631645,69100.2907609,62485,3904375225,9.42618468443,0.904265370116,clean,,f1310f570fef,3e176f06087d
2017-08,2017-11,3,naive,449174,631645,69100.2907609,182471,33295665841,33.7653205578,2.64066906218,clean,,f1310f570fef,3e176f06087d
2017-08,2017-12,4,naive,522775,631645,69100.2907609,108870,11852676900,18.8614195873,1.57553606217,clean,,f1310f570fef,3e176f06087d
2017-08,2018-01,5,naive,545945,631645,69100.2907609,85700,7344490000,14.555150774,1.24022632982,clean,,f1310f570fef,3e176f06087d
2017-08,2018-02,6,naive,343162,631645,69100.2907609,288483,83222441289,59.1877161325,4.17484495106,clean,,f1310f570fef,3e176f06087d
2017-09,2017-10,1,naive,694130,735596,69368.8617886,41466,1719429156,5.80055199388,0.597760997238,clean,,f1310f570fef,3e176f06087d
2017-09,2017-11,2,naive,449174,735596,69368.8617886,286422,82037562084,48.3506503372,4.12897073146,clean,,f1310f570fef,3e176f06087d
2017-09,2017-12,3,naive,522775,735596,69368.8617886,212821,45292778041,33.8248417994,3.06796153941,clean,,f1310f570fef,3e176f06087d
2017-09,2018-01,4,naive,545945,735596,69368.8617886,189651,35967501801,29.5973363318,2.73395000451,clean,,f1310f570fef,3e176f06087d
2017-09,2018-02,5,naive,343162,735596,69368.8617886,392434,154004444356,72.756633091,5.65720684874,clean,,f1310f570fef,3e176f06087d
2017-09,2018-03,6,naive,796852,735596,69368.8617886,61256,3752297536,7.99452901501,0.883047500284,clean,,f1310f570fef,3e176f06087d
2017-10,2017-11,1,naive,449174,694130,69481.2054054,244956,60003441936,42.8505454367,3.52550014886,clean,,f1310f570fef,3e176f06087d
2017-10,2017-12,2,naive,522775,694130,69481.2054054,171355,29362536025,28.1624284558,2.46620649426,clean,,f1310f570fef,3e176f06087d
2017-10,2018-01,3,naive,545945,694130,69481.2054054,148185,21958794225,23.8993609258,2.13273502,clean,,f1310f570fef,3e176f06087d
2017-10,2018-02,4,naive,343162,694130,69481.2054054,350968,123178537024,67.6700485495,5.05126527314,clean,,f1310f570fef,3e176f06087d
2017-10,2018-03,5,naive,796852,694130,69481.2054054,102722,10551809284,13.7791066559,1.47841418986,clean,,f1310f570fef,3e176f06087d
2017-10,2018-04,6,naive,728666,694130,69481.2054054,34536,1192735296,4.85466644551,0.497055279892,clean,,f1310f570fef,3e176f06087d
2017-11,2017-12,1,naive,522775,449174,69294.5795148,73601,5417107201,15.1450333299,1.0621465707,clean,,f1310f570fef,3e176f06087d
2017-11,2018-01,2,naive,545945,449174,69294.5795148,96771,9364626441,19.4491312094,1.39651615866,clean,,f1310f570fef,3e176f06087d
2017-11,2018-02,3,naive,343162,449174,69294.5795148,106012,11238544144,26.7593546172,1.52987435298,clean,,f1310f570fef,3e176f06087d
2017-11,2018-03,4,naive,796852,449174,69294.5795148,347678,120879991684,55.8058981113,5.01739100568,clean,,f1310f570fef,3e176f06087d
2017-11,2018-04,5,naive,728666,449174,69294.5795148,279492,78115778064,47.4583984242,4.03338907541,clean,,f1310f570fef,3e176f06087d
2017-11,2018-05,6,naive,944614,449174,69294.5795148,495440,245460793600,71.0925908388,7.14976558728,clean,,f1310f570fef,3e176f06087d
2017-12,2018-01,1,naive,545945,522775,69304.7903226,23170,536848900,4.33602814582,0.334320324644,clean,,f1310f570fef,3e176f06087d
