date,festival_id,label,day_index,duration_days,lunar_month
1990-03-31,chaitra_navratri,Chaitra Navratri (day 1),5,9,chaitra
1990-04-01,chaitra_navratri,Chaitra Navratri (day 1),6,9,chaitra
1990-04-02,chaitra_navratri,Chaitra Navratri (day 1),7,9,chaitra
1990-04-03,chaitra_navratri,Chaitra Navratri (day 1),8,9,chaitra
1990-04-04,chaitra_navratri,Chaitra Navratri (day 1),9,9,chaitra
1990-08-06,raksha_bandhan,Raksha Bandhan,1,1,shravana
1990-09-20,sharad_navratri,Sharad Navratri (day 1),1,9,ashvina
1990-09-21,sharad_navratri,Sharad Navratri (day 1),2,9,ashvina
1990-09-22,sharad_navratri,Sharad Navratri (day 1),3,9,ashvina
1990-09-23,sharad_navratri,Sharad Navratri (day 1),4,9,ashvina
1990-09-24,sharad_navratri,Sharad Navratri (day 1),5,9,ashvina
1990-09-25,sharad_navratri,Sharad Navratri (day 1),6,9,ashvina
1990-09-26,sharad_navratri,Sharad Navratri (day 1),7,9,ashvina
1990-09-27,sharad_navratri,Sharad Navratri (day 1),8,9,ashvina
1990-09-28,sharad_navratri,Sharad Navratri (day 1),9,9,ashvina
1990-10-18,diwali,Diwali (Lakshmi Puja),1,1,ashvina
1991-02-12,maha_shivaratri,Maha Shivaratri,1,1,magha
1991-03-17,chaitra_navratri,Chaitra Navratri (day 1),1,9,chaitra
1991-03-18,chaitra_navratri,Chaitra Navratri (day 1),2,9,chaitra
1991-03-19,chaitra_navratri,Chaitra Navratri (day 1),3,9,chaitra
1991-03-20,chaitra_navratri,Chaitra Navratri (day 1),4,9,chaitra
1991-03-21,chaitra_navratri,Chaitra Navratri (day 1),5,9,chaitra
1991-03-22,chaitra_navratri,Chaitra Navratri (day 1),6,9,chaitra
1991-03-23,chaitra_navratri,Chaitra Navratri (day 1),7,9,chaitra
1991-03-24,chaitra_navratri,Chaitra Navratri (day 1),8,9,chaitra
1991-03-25,chaitra_navratri,Chaitra Navratri (day 1),9,9,chaitra
1991-08-25,raksha_bandhan,Raksha Bandhan,1,1,shravana
1991-10-08,sharad_navratri,Sharad Navratri (day 1),1,9,ashvina
1991-10-09,sharad_navratri,Sharad Navratri (day 1),2,9,ashvina
1991-10-10,sharad_navratri,Sharad Navratri (day 1),3,9,ashvina
1991-10-11,sharad_navratri,Sharad Navratri (day 1),4,9,ashvina
1991-10-12,sharad_navratri,Sharad Navratri (day 1),5,9,ashvina
1991-10-13,sharad_navratri,Sharad Navratri (day 1),6,9,ashvina
1991-10-14,sharad_navratri,Sharad Navratri (day 1),7,9,ashvina
1991-10-15,sharad_navratri,Sharad Navratri (day 1),8,9,ashvina
1991-10-16,sharad_navratri,Sharad Navratri (day 1),9,9,ashvina
1991-11-05,diwali,Diwali (Lakshmi Puja),1,1,ashvina
1992-03-02,maha_shivaratri,Maha Shivaratri,1,1,magha
1992-04-04,chaitra_navratri,Chaitra Navratri (day 1),1,9,chaitra
1992-04-05,chaitra_navratri,Chaitra Navratri (day 1),2,9,chaitra
